Food Name,Category Name,Calcium,Calories,Carbs,Cholesterol,Fats,Fiber,Magnesium,Potassium,Protein,Sodium,Sugar
Acerola,Fruits,0.012,32.0,7.7,0.0,0.3,1.1,0.018,0.146,0.4,0.007,0.0
Apple,Fruits,0.006,52.0,14.0,0.0,0.17,2.4,0.005,0.107,0.26,0.001,10.0
Apricot,Fruits,0.013,48.0,11.0,0.0,0.39,2.0,0.01,0.259,1.4,0.001,9.2
Dried fruit,Fruits,0.055,241.0,63.0,0.0,0.51,7.3,0.032,1.162,3.4,0.01,53.0
Avocado,Fruits,0.012,160.0,8.5,0.0,15.0,6.7,0.029,0.485,2.0,0.007,0.66
Banana,Fruits,0.005,89.0,23.0,0.0,0.33,2.6,0.027,0.358,1.1,0.001,12.0
Blackberry,Fruits,0.029,43.0,9.6,0.0,0.49,5.3,0.02,0.162,1.4,0.001,4.9
Blueberry,Fruits,0.006,57.0,14.0,0.0,0.33,2.4,0.006,0.077,0.74,0.001,10.0
Boysenberries,Fruits,0.027,50.0,12.0,0.0,0.26,5.3,0.016,0.139,1.1,0.001,6.9
Breadfruit,Fruits,0.017,103.0,27.0,0.0,0.23,4.9,0.025,0.49,1.1,0.002,11.0
Carambola,Fruits,0.003,31.0,6.7,0.0,0.33,2.8,0.01,0.133,1.0,0.002,4.0
Cherimoya,Fruits,0.01,75.0,18.0,0.0,0.68,3.0,0.017,0.287,1.6,0.007,13.0
Cherry,Fruits,0.016,50.0,12.0,0.0,0.3,1.6,0.009,0.173,1.0,0.003,8.5
Crabapple (Malus),Fruits,0.018,76.0,20.0,0.0,0.3,0.0,0.007,0.194,0.4,0.001,0.0
Cranberry,Fruits,0.008,46.0,12.0,0.0,0.13,3.6,0.006,0.08,0.46,0.002,4.3
Currant,Fruits,0.033,56.0,14.0,0.0,0.2,4.3,0.013,0.275,1.4,0.001,7.4
Custard apple,Fruits,0.03,101.0,25.0,0.0,0.6,2.4,0.018,0.382,1.7,0.004,0.0
Dates,Fruits,0.039,282.0,75.0,0.0,0.39,8.0,0.043,0.656,2.5,0.002,63.0
Elderberry,Fruits,0.038,73.0,18.0,0.0,0.5,7.0,0.005,0.28,0.66,0.006,0.0
Figs,Fruits,0.035,74.0,19.0,0.0,0.3,2.9,0.017,0.232,0.75,0.001,16.0
Fruit salad,Fruits,0.011,50.0,13.0,0.0,0.03,1.0,0.008,0.116,0.51,0.005,0.0
Gooseberry,Fruits,0.025,44.0,10.0,0.0,0.58,4.3,0.01,0.198,0.88,0.001,0.0
Goji berries,Fruits,0.19,349.0,77.0,0.0,0.39,13.0,0.0,0.0,14.0,0.298,46.0
Grapefruit,Fruits,0.022,42.0,11.0,0.0,0.14,1.6,0.009,0.135,0.77,0.0,6.9
Grape,Fruits,0.014,67.0,17.0,0.0,0.35,0.9,0.005,0.191,0.63,0.002,16.0
Peruvian groundcherry,Fruits,0.009,53.0,11.0,0.0,0.7,0.0,0.0,0.0,1.9,0.0,0.0
Guava,Fruits,0.018,68.0,14.0,0.0,0.95,5.4,0.022,0.417,2.6,0.002,8.9
Jackfruit,Fruits,0.024,95.0,23.0,0.0,0.64,1.5,0.029,0.448,1.7,0.002,19.0
Java plum,Fruits,0.019,60.0,16.0,0.0,0.23,0.0,0.015,0.079,0.72,0.014,0.0
Jujube,Fruits,0.021,79.0,20.0,0.0,0.2,0.0,0.01,0.25,1.2,0.003,0.0
Kiwifruit,Fruits,0.034,61.0,15.0,0.0,0.52,3.0,0.017,0.312,1.1,0.003,9.0
Kumquat,Fruits,0.062,71.0,16.0,0.0,0.86,6.5,0.02,0.186,1.9,0.01,9.4
Lemon,Fruits,0.026,29.0,9.3,0.0,0.3,2.8,0.008,0.138,1.1,0.002,2.5
Lime,Fruits,0.033,30.0,11.0,0.0,0.2,2.8,0.006,0.102,0.7,0.002,1.7
Lychee,Fruits,0.005,66.0,17.0,0.0,0.44,1.3,0.01,0.171,0.83,0.001,15.0
Loganberries,Fruits,0.026,55.0,13.0,0.0,0.31,5.3,0.021,0.145,1.5,0.001,7.7
Longan,Fruits,0.001,60.0,15.0,0.0,0.1,1.1,0.01,0.266,1.3,0.0,0.0
Loquat,Fruits,0.016,47.0,12.0,0.0,0.2,1.7,0.013,0.266,0.43,0.001,0.0
Mango,Fruits,0.011,60.0,15.0,0.0,0.38,1.6,0.01,0.168,0.82,0.001,14.0
Purple mangosteen,Fruits,0.012,73.0,18.0,0.0,0.58,1.8,0.013,0.048,0.41,0.007,0.0
Cantaloupe,Fruits,0.009,34.0,8.2,0.0,0.19,0.9,0.012,0.267,0.84,0.016,7.9
Melon,Fruits,0.011,28.0,6.6,0.0,0.1,0.9,0.011,0.182,1.1,0.009,5.7
Honeydew,Fruits,0.006,36.0,9.1,0.0,0.14,0.8,0.01,0.228,0.54,0.018,8.1
Mulberry,Fruits,0.039,43.0,9.8,0.0,0.39,1.7,0.018,0.194,1.4,0.01,8.1
Nectarine,Fruits,0.006,44.0,11.0,0.0,0.32,1.7,0.009,0.201,1.1,0.0,7.9
Orange,Fruits,0.04,47.0,12.0,0.0,0.12,2.4,0.01,0.181,0.94,0.0,9.4
Mandarin orange,Fruits,0.037,53.0,13.0,0.0,0.31,1.8,0.012,0.166,0.81,0.002,11.0
Papaya,Fruits,0.02,43.0,11.0,0.0,0.26,1.7,0.021,0.182,0.47,0.008,7.8
Passion fruit,Fruits,0.012,97.0,23.0,0.0,0.7,10.0,0.029,0.348,2.2,0.028,11.0
Peach,Fruits,0.006,39.0,9.5,0.0,0.25,1.5,0.009,0.19,0.91,0.0,8.4
Pear,Fruits,0.009,57.0,15.0,0.0,0.14,3.1,0.007,0.116,0.36,0.001,9.8
Persimmon,Fruits,0.027,127.0,34.0,0.0,0.4,0.0,0.0,0.31,0.8,0.001,0.0
Pineapple,Fruits,0.013,50.0,13.0,0.0,0.12,1.4,0.012,0.109,0.54,0.001,9.9
Pitanga (Surinam cherry),Fruits,0.009,33.0,7.5,0.0,0.4,0.0,0.012,0.103,0.8,0.003,0.0
Plantain,Fruits,0.002,116.0,31.0,0.0,0.18,2.3,0.032,0.465,0.79,0.005,14.0
Plum,Fruits,0.006,46.0,11.0,0.0,0.28,1.4,0.007,0.157,0.7,0.0,9.9
Pomegranate,Fruits,0.01,83.0,19.0,0.0,1.2,4.0,0.012,0.236,1.7,0.003,14.0
Prickly pear,Fruits,0.056,41.0,9.6,0.0,0.51,3.6,0.085,0.22,0.73,0.005,0.0
Prunes,Fruits,0.043,240.0,64.0,0.0,0.38,7.1,0.041,0.732,2.2,0.002,38.0
Pomelo,Fruits,0.004,38.0,9.6,0.0,0.04,1.0,0.006,0.216,0.76,0.001,0.0
Quince,Fruits,0.011,57.0,15.0,0.0,0.1,1.9,0.008,0.197,0.4,0.004,0.0
Raisin,Fruits,0.05,299.0,79.0,0.0,0.46,3.7,0.032,0.749,3.1,0.011,59.0
Rambutan,Fruits,0.022,82.0,21.0,0.0,0.21,0.9,0.007,0.042,0.65,0.011,0.0
Raspberry,Fruits,0.025,52.0,12.0,0.0,0.65,6.5,0.022,0.151,1.2,0.001,4.4
Roselle,Fruits,0.215,49.0,11.0,0.0,0.64,0.0,0.051,0.208,0.96,0.006,0.0
Rose apple,Fruits,0.029,25.0,5.7,0.0,0.3,0.0,0.005,0.123,0.6,0.0,0.0
Sapodilla,Fruits,0.021,83.0,20.0,0.0,1.1,5.3,0.012,0.193,0.44,0.012,0.0
Mamey Sapote,Fruits,0.018,124.0,32.0,0.0,0.46,5.4,0.011,0.454,1.5,0.007,20.0
Soursop,Fruits,0.014,66.0,17.0,0.0,0.3,3.3,0.021,0.278,1.0,0.014,14.0
Strawberry,Fruits,0.016,32.0,7.7,0.0,0.3,2.0,0.013,0.153,0.67,0.001,4.9
Tamarind,Fruits,0.074,239.0,63.0,0.0,0.6,5.1,0.092,0.628,2.8,0.028,39.0
Watermelon,Fruits,0.007,30.0,7.6,0.0,0.15,0.4,0.01,0.112,0.61,0.001,6.2
Maraschino cherry,Fruits,0.054,165.0,42.0,0.0,0.21,3.2,0.004,0.021,0.22,0.004,39.0
Feijoa,Fruits,0.017,61.0,15.0,0.0,0.42,6.4,0.009,0.172,0.71,0.003,8.2
Asian pear,Fruits,0.004,42.0,11.0,0.0,0.23,3.6,0.008,0.121,0.5,0.0,7.1
Sour cherry,Fruits,0.011,42.0,10.0,0.0,0.21,1.2,0.008,0.115,0.69,0.004,7.0
Durian,Fruits,0.006,147.0,27.0,0.0,5.3,3.8,0.03,0.436,1.5,0.002,0.0
Crateva religiosa,Fruits,0.008,69.0,18.0,0.0,0.1,5.3,0.024,0.304,1.5,0.02,8.6
Clementine,Fruits,0.03,47.0,12.0,0.0,0.15,1.7,0.01,0.177,0.85,0.001,9.2
Nance,Fruits,0.046,73.0,17.0,0.0,1.2,7.5,0.02,0.244,0.66,0.003,8.3
Naranjilla,Fruits,0.008,25.0,5.9,0.0,0.22,1.1,0.011,0.2,0.44,0.004,3.7
Horned melon,Fruits,0.013,44.0,7.6,0.0,1.3,0.0,0.04,0.123,1.8,0.002,0.0
Coconut,Fruits,0.014,354.0,15.0,0.0,33.0,9.0,0.032,0.356,3.3,0.02,6.2
Cloudberry,Fruits,0.018,51.0,8.6,0.0,0.8,0.0,0.0,0.0,2.4,0.0,0.0
Huckleberries,Fruits,0.015,37.0,8.7,0.0,0.1,0.0,0.0,0.0,0.4,0.01,0.0
Banana melon,Fruits,0.013,21.0,4.1,0.0,0.2,0.3,0.01,0.14,0.84,0.011,3.4
Salmonberries,Fruits,0.013,47.0,10.0,0.0,0.33,1.9,0.015,0.11,0.85,0.014,3.7
Chokecherries,Fruits,0.04,156.0,34.0,0.0,0.98,17.0,0.021,0.309,2.9,0.002,14.0
Rose hip,Fruits,0.169,162.0,38.0,0.0,0.34,24.0,0.069,0.429,1.6,0.004,2.6
Artichoke,Vegetables,0.044,47.0,11.0,0.0,0.15,5.4,0.06,0.37,3.3,0.094,0.99
Asparagus,Vegetables,0.044,47.0,9.2,0.0,0.1,0.0,0.042,0.29,2.5,0.004,0.0
"Bitter gourd (Momordica charantia, bitter melon, balsam pear)",Vegetables,0.084,30.0,3.3,0.0,0.69,0.0,0.085,0.608,5.3,0.011,0.0
Bamboo shoot,Vegetables,0.013,27.0,5.2,0.0,0.3,2.2,0.003,0.533,2.6,0.004,3.0
Green bean,Vegetables,0.044,35.0,7.9,0.0,0.28,3.2,0.018,0.146,1.9,0.001,3.6
Beetroot,Vegetables,0.016,43.0,9.6,0.0,0.17,2.8,0.023,0.325,1.6,0.078,6.8
Broad bean,Vegetables,0.018,62.0,10.0,0.0,0.5,3.6,0.031,0.193,4.8,0.041,0.0
Broccoli,Vegetables,0.047,34.0,6.6,0.0,0.37,2.6,0.021,0.316,2.8,0.033,1.7
Brussels sprout,Vegetables,0.042,43.0,9.0,0.0,0.3,3.8,0.023,0.389,3.4,0.025,2.2
Burdock root,Vegetables,0.041,72.0,17.0,0.0,0.15,3.3,0.038,0.308,1.5,0.005,2.9
Cabbage,Vegetables,0.04,25.0,5.8,0.0,0.1,2.5,0.012,0.17,1.3,0.018,3.2
Red cabbage,Vegetables,0.045,31.0,7.4,0.0,0.16,2.1,0.016,0.243,1.4,0.027,3.8
Savoy cabbage,Vegetables,0.035,27.0,6.1,0.0,0.1,3.1,0.028,0.23,2.0,0.028,2.3
Chinese cabbage,Vegetables,0.105,13.0,2.2,0.0,0.2,1.0,0.019,0.252,1.5,0.065,1.2
Carrot,Vegetables,0.033,41.0,9.6,0.0,0.24,2.8,0.012,0.32,0.93,0.069,4.7
Cassava,Vegetables,0.016,160.0,38.0,0.0,0.28,1.8,0.021,0.271,1.4,0.014,1.7
Cauliflower,Vegetables,0.022,25.0,5.0,0.0,0.28,2.0,0.015,0.299,1.9,0.03,1.9
Celeriac,Vegetables,0.043,42.0,9.2,0.0,0.3,1.8,0.02,0.3,1.5,0.1,1.6
Celtuce,Vegetables,0.039,18.0,3.7,0.0,0.3,1.7,0.028,0.33,0.85,0.011,0.0
Chayote,Vegetables,0.017,19.0,4.5,0.0,0.13,1.7,0.012,0.125,0.82,0.002,1.7
Chicory,Vegetables,0.019,17.0,4.0,0.0,0.1,3.1,0.01,0.211,0.9,0.002,0.0
Corn,Vegetables,0.003,96.0,21.0,0.0,1.5,2.4,0.026,0.218,3.4,0.001,4.5
Yardlong beans,Vegetables,0.044,47.0,9.2,0.0,0.1,0.0,0.042,0.29,2.5,0.004,0.0
Cucumber,Vegetables,0.016,15.0,3.6,0.0,0.11,0.5,0.013,0.147,0.65,0.002,1.7
Eggplant,Vegetables,0.009,25.0,5.9,0.0,0.18,3.0,0.014,0.229,0.98,0.002,3.5
Edamame,Vegetables,0.063,121.0,8.9,0.0,5.2,5.2,0.064,0.436,12.0,0.006,2.2
Endive,Vegetables,0.052,17.0,3.4,0.0,0.2,3.1,0.015,0.314,1.3,0.022,0.25
Garlic,Vegetables,0.181,149.0,33.0,0.0,0.5,2.1,0.025,0.401,6.4,0.017,1.0
Ginger,Vegetables,0.016,80.0,18.0,0.0,0.75,2.0,0.043,0.415,1.8,0.013,1.7
Jerusalem artichoke,Vegetables,0.014,73.0,17.0,0.0,0.01,1.6,0.017,0.429,2.0,0.004,9.6
Kanpyo,Vegetables,0.28,258.0,65.0,0.0,0.56,9.8,0.125,1.582,8.6,0.015,0.0
Kohlrabi,Vegetables,0.024,27.0,6.2,0.0,0.1,3.6,0.019,0.35,1.7,0.02,2.6
Lotus root,Vegetables,0.045,74.0,17.0,0.0,0.1,4.9,0.023,0.556,2.6,0.04,0.0
Red leaf lettuce,Vegetables,0.033,16.0,2.3,0.0,0.22,0.9,0.012,0.187,1.3,0.025,0.48
Okra,Vegetables,0.082,33.0,7.5,0.0,0.19,3.2,0.057,0.299,1.9,0.007,1.5
Onion,Vegetables,0.023,40.0,9.3,0.0,0.1,1.7,0.01,0.146,1.1,0.004,4.2
Sweet onion,Vegetables,0.02,32.0,7.6,0.0,0.08,0.9,0.009,0.119,0.8,0.008,5.0
Onion rings,Vegetables,0.031,276.0,34.0,0.0,14.0,2.2,0.017,0.123,4.1,0.37,5.1
Parsnip,Vegetables,0.036,75.0,18.0,0.0,0.3,4.9,0.029,0.375,1.2,0.01,4.8
Pea,Vegetables,0.027,84.0,16.0,0.0,0.22,5.5,0.039,0.271,5.4,0.003,5.9
Bell pepper,Vegetables,0.01,20.0,4.6,0.0,0.17,1.7,0.01,0.175,0.86,0.003,2.4
Russet potato,Vegetables,0.018,97.0,21.0,0.0,0.13,2.3,0.03,0.55,2.6,0.014,1.1
Red potato,Vegetables,0.009,89.0,20.0,0.0,0.15,1.8,0.028,0.545,2.3,0.012,1.4
Pumpkin flowers,Vegetables,0.039,15.0,3.3,0.0,0.07,0.0,0.024,0.173,1.0,0.005,0.0
Pumpkin,Vegetables,0.015,20.0,4.9,0.0,0.07,1.1,0.009,0.23,0.72,0.001,2.1
Radish,Vegetables,0.025,16.0,3.4,0.0,0.1,1.6,0.01,0.233,0.68,0.039,1.9
Daikon,Vegetables,0.027,18.0,4.1,0.0,0.1,1.6,0.016,0.227,0.6,0.021,2.5
Rutabagas,Vegetables,0.043,37.0,8.6,0.0,0.16,2.3,0.02,0.305,1.1,0.012,4.5
Salsify,Vegetables,0.047,68.0,15.0,0.0,0.17,3.1,0.018,0.283,2.7,0.016,2.9
Sauerkraut,Vegetables,0.03,19.0,4.3,0.0,0.14,2.9,0.013,0.17,0.91,0.661,1.8
Seaweed,Vegetables,0.168,43.0,9.6,0.0,0.56,1.3,0.121,0.089,1.7,0.233,0.6
Nori,Vegetables,0.07,35.0,5.1,0.0,0.28,0.3,0.002,0.356,5.8,0.048,0.49
Zucchini,Vegetables,0.016,17.0,3.1,0.0,0.32,1.0,0.018,0.261,1.2,0.008,2.5
Sweet potato,Vegetables,0.038,90.0,21.0,0.0,0.15,3.3,0.027,0.475,2.0,0.036,6.5
Taro,Vegetables,0.043,112.0,26.0,0.0,0.2,4.1,0.033,0.591,1.5,0.011,0.4
Tomato,Vegetables,0.01,18.0,3.9,0.0,0.2,1.2,0.011,0.237,0.88,0.005,2.6
Turnip,Vegetables,0.03,28.0,6.4,0.0,0.1,1.8,0.011,0.191,0.9,0.067,3.8
Turnip greens,Vegetables,0.137,20.0,4.4,0.0,0.23,3.5,0.022,0.203,1.1,0.029,0.53
Vegetable,Vegetables,0.025,65.0,13.0,0.0,0.15,4.4,0.022,0.169,2.9,0.035,3.1
Water chestnuts,Vegetables,0.011,97.0,24.0,0.0,0.1,3.0,0.022,0.584,1.4,0.014,4.8
Winter melon,Vegetables,0.019,13.0,3.0,0.0,0.2,2.9,0.01,0.006,0.4,0.111,0.0
Wax gourd,Vegetables,0.018,14.0,3.0,0.0,0.2,1.0,0.01,0.005,0.4,0.107,1.2
Yam,Vegetables,0.014,116.0,27.0,0.0,0.14,3.9,0.018,0.67,1.5,0.008,0.49
Jícama (yam bean),Vegetables,0.011,38.0,8.8,0.0,0.09,0.0,0.011,0.135,0.72,0.004,0.0
Summer squash,Vegetables,0.015,16.0,3.4,0.0,0.18,1.1,0.017,0.262,1.2,0.002,2.2
Winter squash,Vegetables,0.022,37.0,8.9,0.0,0.35,2.8,0.013,0.241,0.89,0.001,3.3
Agar,Vegetables,0.625,306.0,81.0,0.0,0.3,7.7,0.77,1.125,6.2,0.102,3.0
Spirulina,Vegetables,0.012,26.0,2.4,0.0,0.39,0.4,0.019,0.127,5.9,0.098,0.3
Wakame,Vegetables,0.15,45.0,9.1,0.0,0.64,0.5,0.107,0.05,3.0,0.872,0.65
Chili Pepper,Vegetables,0.018,40.0,9.5,0.0,0.2,1.5,0.025,0.34,2.0,0.007,5.1
Potato,Vegetables,0.015,93.0,21.0,0.0,0.13,2.2,0.028,0.535,2.5,0.01,1.2
Shallot,Vegetables,0.037,72.0,17.0,0.0,0.1,3.2,0.021,0.334,2.5,0.012,7.9
Arrowroot,Vegetables,0.006,65.0,13.0,0.0,0.2,1.3,0.025,0.454,4.2,0.026,0.0
Chili pepper,Vegetables,0.014,40.0,8.8,0.0,0.44,1.5,0.023,0.322,1.9,0.009,5.3
Pickled cucumber,Vegetables,0.0,11.0,2.3,0.0,0.2,1.2,0.004,0.023,0.33,1.208,1.1
Pimiento,Vegetables,0.006,23.0,5.1,0.0,0.3,1.9,0.006,0.158,1.1,0.014,2.7
Radicchio,Vegetables,0.019,23.0,4.5,0.0,0.25,0.9,0.013,0.302,1.4,0.022,0.6
Tomatillo,Vegetables,0.007,32.0,5.8,0.0,1.0,1.9,0.02,0.268,0.96,0.001,3.9
Sun-dried tomato,Vegetables,0.047,213.0,23.0,0.0,14.0,5.8,0.081,1.565,5.1,0.266,0.0
Fennel,Vegetables,0.049,31.0,7.3,0.0,0.2,3.1,0.017,0.414,1.2,0.052,3.9
Hearts of palm,Vegetables,0.058,28.0,4.6,0.0,0.62,2.4,0.038,0.177,2.5,0.426,0.0
Nopales,Vegetables,0.056,41.0,9.6,0.0,0.51,3.6,0.085,0.22,0.73,0.005,0.0
Chinese broccoli,Vegetables,0.1,22.0,3.8,0.0,0.72,2.5,0.018,0.261,1.1,0.007,0.84
Napa cabbage,Vegetables,0.029,12.0,2.2,0.0,0.17,0.0,0.008,0.087,1.1,0.011,0.0
Poblano,Vegetables,0.061,281.0,51.0,0.0,8.2,22.0,0.113,2.411,12.0,0.043,0.0
Jalapeño,Vegetables,0.012,29.0,6.5,0.0,0.37,2.8,0.015,0.248,0.91,0.003,4.1
Pasilla peppers,Vegetables,0.097,345.0,51.0,0.0,16.0,27.0,0.13,2.222,12.0,0.089,0.0
Mexican tea,Vegetables,0.275,32.0,7.4,0.0,0.52,3.8,0.121,0.633,0.33,0.043,0.0
Yautia,Vegetables,0.009,98.0,24.0,0.0,0.4,1.5,0.024,0.598,1.5,0.021,0.0
Fiddlehead ferns,Vegetables,0.032,34.0,5.5,0.0,0.4,0.0,0.034,0.37,4.6,0.001,0.0
Cod liver oil,Seafood,0.0,902.0,0.0,0.57,100.0,0.0,0.0,0.0,0.0,0.0,0.0
Anchovy,Seafood,0.147,131.0,0.0,0.06,4.8,0.0,0.041,0.383,20.0,0.104,0.0
Carp,Seafood,0.052,162.0,0.0,0.084,7.2,0.0,0.038,0.427,23.0,0.063,0.0
Caviar,Seafood,0.275,264.0,4.0,0.588,18.0,0.0,0.3,0.181,25.0,1.5,0.0
Cod,Seafood,0.014,105.0,0.0,0.055,0.86,0.0,0.042,0.244,23.0,0.078,0.0
Croaker,Seafood,0.032,221.0,7.5,0.084,13.0,0.4,0.042,0.34,18.0,0.348,0.0
Eel,Seafood,0.026,236.0,0.0,0.161,15.0,0.0,0.026,0.349,24.0,0.065,0.0
Fish sticks,Seafood,0.016,277.0,22.0,0.028,16.0,1.5,0.025,0.185,11.0,0.402,1.7
Flatfish,Seafood,0.025,86.0,0.0,0.056,2.4,0.0,0.022,0.197,15.0,0.363,0.0
Gefilte fish,Seafood,0.023,84.0,7.4,0.03,1.7,0.0,0.009,0.091,9.1,0.524,0.0
Grouper fish,Seafood,0.021,118.0,0.0,0.047,1.3,0.0,0.037,0.475,25.0,0.053,0.0
Haddock,Seafood,0.014,90.0,0.0,0.066,0.55,0.0,0.026,0.351,20.0,0.261,0.0
Herring,Seafood,0.074,203.0,0.0,0.077,12.0,0.0,0.041,0.419,23.0,0.115,0.0
Mackerel,Seafood,0.015,262.0,0.0,0.075,18.0,0.0,0.097,0.401,24.0,0.083,0.0
Mullet fish,Seafood,0.031,150.0,0.0,0.063,4.9,0.0,0.033,0.458,25.0,0.071,0.0
Perch,Seafood,0.102,117.0,0.0,0.115,1.2,0.0,0.038,0.344,25.0,0.079,0.0
Alaska pollock,Seafood,0.072,111.0,0.0,0.086,1.2,0.0,0.081,0.43,23.0,0.419,0.0
Pompano,Seafood,0.043,211.0,0.0,0.064,12.0,0.0,0.031,0.636,24.0,0.076,0.0
Rockfish,Seafood,0.017,109.0,0.0,0.061,1.6,0.0,0.033,0.467,22.0,0.089,0.0
Smoked salmon,Seafood,0.011,117.0,0.0,0.023,4.3,0.0,0.018,0.175,18.0,0.672,0.0
Sockeye salmon,Seafood,0.011,156.0,0.0,0.061,5.6,0.0,0.036,0.436,26.0,0.092,0.0
Sardine,Seafood,0.382,208.0,0.0,0.142,11.0,0.0,0.039,0.397,25.0,0.307,0.0
Shark,Seafood,0.05,228.0,6.4,0.059,14.0,0.0,0.043,0.155,19.0,0.122,0.0
Sheepshead,Seafood,0.037,126.0,0.0,0.064,1.6,0.0,0.035,0.512,26.0,0.073,0.0
Smelt,Seafood,0.077,124.0,0.0,0.09,3.1,0.0,0.038,0.372,23.0,0.077,0.0
Snapper,Seafood,0.04,128.0,0.0,0.047,1.7,0.0,0.037,0.522,26.0,0.057,0.0
